,concept_1,concept_2,colexification_count,age_acquisition_diff
3360,ROPE,WASH,2,95.0
3361,ROPE,WEST,1,61.0
3362,ROPE,WOMAN,2,23.0
3363,ROPE,WOOD,1,12.0
3364,ROPE,WOOL,1,34.0
3365,ROPE,WORM,1,28.0
3366,RUG,VEIL,1,181.0
3367,RYE,WHEAT,3,114.0
3368,SALT,SMOKE (EXHAUST),2,5.0
3369,SALT,SONG,2,9.0
3370,SALT,SWALLOW,1,75.0
3371,SALT,THIEF,1,89.0
3372,SALT,TIDE,1,98.0
3373,SALT,TOUCH,1,36.0
3374,SALT,WASH,2,47.0
3375,SALT,WINTER,1,3.0
3376,SAND,SMOKE (EXHAUST),2,11.0
3377,SAND,SUN,2,36.0
3378,SAND,TEAR (SHRED),1,47.0
3379,SAND,THROW,1,47.0
3380,SAND,UNCLE,1,25.0
3381,SAND,VILLAGE,2,100.0
3382,SAND,WATER,2,64.0
3383,SAP,SHOP,1,228.0
3384,SAP,TOUCH,1,195.0
3385,SAP,WATER,26,311.0
3386,SAP,WINE,1,61.0
3387,SAP,WINTER,1,228.0
3388,SAP,YEAR,1,195.0
3389,SAW,SNAKE,1,20.0
3390,SAW,TEAR (SHRED),1,5.0
3391,SAW,TOBACCO,1,97.0
3392,SCALE,SKIRT,1,139.0
3393,SCALE,SPLIT,1,16.0
3394,SCALE,WASH,1,211.0
3395,SCRATCH,SHIVER,1,39.0
3396,SCRATCH,SPLIT,1,112.0
3397,SCRATCH,STRAIN,1,153.0
3398,SCRATCH,SWEEP,1,12.0
3399,SCRATCH,SWELL,1,159.0
3400,SCRATCH,TRY,1,40.0
3401,SCRATCH,TURN,1,36.0
3402,SCRATCH,TURN (SOMETHING),1,36.0
3403,SCRATCH,WALK,1,63.0
3404,SCRATCH,WASH,2,83.0
3405,SEASON,SHIP,1,79.0
3406,SEASON,SUMMER,1,75.0
3407,SEASON,THREAD,1,61.0
3408,SEASON,TRY,1,99.0
3409,SEASON,WEATHER,8,36.0
3410,SEASON,YEAR,8,59.0
3411,SECOND,SWALLOW,1,19.0
3412,SELF,WAIST,1,3.0
3413,SERVANT,SLAVE,47,20.0
3414,SERVANT,SOLDIER,3,131.0
3415,SERVANT,SUN,1,225.0
3416,SERVANT,WINE,1,3.0
3417,SHADOW,SMOKE (EXHAUST),2,83.0
3418,SHADOW,SPIRIT,1,78.0
3419,SHAME,SNAKE,1,78.0
3420,SHAME,TEAR (OF EYE),1,103.0
3421,SHAME,TURN (SOMETHING),1,134.0
3422,SHIELD,SWORD,1,8.0
3423,SHIELD,THREAD,1,83.0
3424,SHIP,TOOL,1,51.0
3425,SHIRT,SINK (DESCEND),1,50.0
3426,SHIRT,SKIRT,6,11.0
3427,SHIRT,WOOD,2,0.0
3428,SHIVER,SPLIT,1,73.0
3429,SHIVER,STRAIN,2,114.0
3430,SHIVER,SWALLOW,1,0.0
3431,SHIVER,SWEEP,3,27.0
3432,SHIVER,SWELL,1,120.0
3433,SHIVER,TEAR (SHRED),1,44.0
3434,SHIVER,TRY,2,79.0
3435,SHIVER,TURN,1,75.0
3436,SHIVER,TURN (SOMETHING),1,75.0
3437,SHIVER,VALLEY,1,31.0
3438,SHIVER,WALK,2,102.0
3439,SHIVER,WASH,1,122.0
3440,SHOULDER,SINK (DESCEND),1,45.0
3441,SHOULDER,SPIRIT,1,125.0
3442,SHOULDER,TEACHER,1,17.0
3443,SHOULDER,TEAR (OF EYE),1,0.0
3444,SHOULDER,THREAD,1,3.0
3445,SHOULDER,TURN (SOMETHING),2,31.0
3446,SHOULDER,WAIST,1,61.0
3447,SHOULDER,WOMAN,1,6.0
3448,SHRIEK,TEAR (SHRED),2,142.0
3449,SILVER,SOAP,1,95.0
3450,SILVER,SUMMER,1,64.0
3451,SILVER,SUN,1,136.0
3452,SILVER,SWELL,1,111.0
3453,SILVER,UNCLE,2,125.0
3454,SILVER,WEST,1,25.0
3455,SINK (BASIN),SINK (DESCEND),1,0.0
3456,SINK (DESCEND),SPIRIT,1,170.0
3457,SINK (DESCEND),SWALLOW,4,89.0
3458,SINK (DESCEND),TEAR (OF EYE),1,45.0
3459,SINK (DESCEND),THROW,1,45.0
3460,SINK (DESCEND),TURN (SOMETHING),1,14.0
3461,SINK (DESCEND),WOMAN,1,39.0
3462,SKIRT,SMOKE (EXHAUST),1,30.0
3463,SKIRT,SPLIT,1,123.0
3464,SKIRT,WOMAN,1,0.0
3465,SLAVE,SQUARE,1,136.0
3466,SLAVE,WHEAT,2,0.0
3467,SLAVE,WINDOW,1,155.0
3468,SMILE,SWELL,1,220.0
3469,SMILE,TOUCH,1,61.0
3470,SMOKE (EXHAUST),SMOKE (INHALE),33,0.0
3471,SMOKE (EXHAUST),SONG,1,14.0
3472,SMOKE (EXHAUST),STEAM,6,80.0
3473,SMOKE (EXHAUST),SWALLOW,1,80.0
3474,SMOKE (EXHAUST),SWELL,1,200.0
3475,SMOKE (EXHAUST),TEAR (OF EYE),1,36.0
3476,SMOKE (EXHAUST),THIEF,1,94.0
3477,SMOKE (EXHAUST),TOBACCO,30,138.0
3478,SMOKE (EXHAUST),VILLAGE,1,89.0
3479,SMOKE (EXHAUST),VOICE,1,47.0
3480,SMOKE (EXHAUST),WOOD,3,41.0
3481,SMOKE (EXHAUST),WOUND,1,144.0
3482,SMOKE (INHALE),TOBACCO,19,138.0
3483,SNAKE,SUN,1,108.0
3484,SNAKE,VILLAGE,3,28.0
3485,SNAKE,WALK,1,83.0
3486,SNAKE,WEATHER,1,3.0
3487,SNAKE,WOMAN,1,31.0
3488,SNAKE,WORM,32,36.0
3489,SNAKE,YEAR,1,20.0
3490,SONG,SPIRIT,1,147.0
3491,SONG,SPLIT,1,139.0
3492,SONG,TEAR (OF EYE),1,22.0
3493,SONG,THIEF,1,80.0
3494,SONG,THREAD,1,25.0
3495,SONG,VOICE,3,33.0
3496,SONG,WALK,2,36.0
3497,SONG,YEAR,1,27.0
3498,SPEECH,TEACHER,1,122.0
3499,SPEECH,VOICE,8,94.0
3500,SPIRIT,TEAR (OF EYE),1,125.0
3501,SPIRIT,TURN (SOMETHING),1,156.0
3502,SPIRIT,VOICE,1,114.0
3503,SPIRIT,WATER,1,236.0
3504,SPIRIT,WOMAN,1,131.0
3505,SPLIT,STRAIN,1,41.0
3506,SPLIT,SWEEP,3,100.0
3507,SPLIT,SWELL,1,47.0
3508,SPLIT,TEAR (OF EYE),31,117.0
3509,SPLIT,TEAR (SHRED),24,117.0
3510,SPLIT,THROW,1,117.0
3511,SPLIT,TRY,1,152.0
3512,SPLIT,TURN,1,148.0
3513,SPLIT,TURN (SOMETHING),1,148.0
3514,SPLIT,VOICE,2,106.0
3515,SPLIT,WALK,1,175.0
3516,SPLIT,WASH,2,195.0
3517,SPLIT,YEAR,1,112.0
3518,SPOON,SWIM,1,70.0
3519,SPOON,SWORD,1,156.0
3520,SPOON,THIEF,1,136.0
3521,SPOON,TOE,1,8.0
3522,SPOT,SUN,1,80.0
3523,SQUARE,YARD,1,58.0
3524,STEAM,VOICE,1,33.0
3525,STEP (VERB),WALK,14,61.0
3526,STING,STRAIN,1,161.0
3527,STING,SWEEP,1,20.0
3528,STRAIN,SUMMER,1,169.0
3529,STRAIN,SWEEP,1,141.0
3530,STRAIN,SWELL,1,6.0
3531,STRAIN,TRY,1,193.0
3532,STRAIN,TURN,1,189.0
3533,STRAIN,TURN (SOMETHING),1,189.0
3534,STRAIN,WALK,1,216.0
3535,STRAIN,WASH,1,236.0
3536,STRAIN,WIN,1,153.0
3537,STRAIN,YEAR,2,153.0
3538,STRENGTH,TOUCH,1,56.0
3539,STRENGTH,VOICE,2,50.0
3540,STRENGTH,WIN,4,56.0
3541,SUMMER,SUN,2,72.0
3542,SUMMER,VALLEY,1,86.0
3543,SUMMER,VILLAGE,1,64.0
3544,SUMMER,WASH,1,67.0
3545,SUMMER,WINE,2,150.0
3546,SUMMER,WINTER,4,17.0
3547,SUMMER,YEAR,21,16.0
3548,SUN,THUMB,2,2.0
3549,SUN,VOICE,1,94.0
3550,SUN,WEATHER,4,111.0
3551,SUN,WEST,1,161.0
3552,SUN,WOMAN,3,77.0
3553,SUN,YEAR,5,88.0
3554,SWALLOW,SWEEP,1,27.0
3555,SWALLOW,TRY,1,79.0
3556,SWALLOW,WALK,1,102.0
3557,SWALLOW,WASH,1,122.0
3558,SWALLOW,WATER,3,155.0
3559,SWEEP,SWELL,1,147.0
3560,SWEEP,SWIM,1,25.0
3561,SWEEP,TEAR (SHRED),3,17.0
3562,SWEEP,THROW,1,17.0
3563,SWEEP,TRY,3,52.0
3564,SWEEP,TURN,1,48.0
3565,SWEEP,TURN (SOMETHING),2,48.0
3566,SWEEP,WALK,3,75.0
3567,SWEEP,WASH,1,95.0
3568,SWELL,THIEF,1,106.0
3569,SWELL,TRY,1,199.0
3570,SWELL,TURN,2,195.0
3571,SWELL,TURN (SOMETHING),1,195.0
3572,SWELL,VILLAGE,1,111.0
3573,SWELL,WALK,2,222.0
3574,SWELL,WASH,2,242.0
3575,SWELL,WOMAN,1,170.0
3576,SWIM,TIDE,1,75.0
3577,SWIM,WALK,3,50.0
3578,SWIM,WASH,4,70.0
3579,SWIM,WATER,3,103.0
3580,SWIM,WOOD,1,13.0
3581,SWIM,WORM,1,3.0
3582,SWORD,VICTORY,1,69.0
3583,TEAR (OF EYE),TEAR (SHRED),5,0.0
3584,TEAR (OF EYE),THIEF,1,58.0
3585,TEAR (OF EYE),TURN (SOMETHING),1,31.0
3586,TEAR (OF EYE),WATER,3,111.0
3587,TEAR (OF EYE),WOMAN,1,6.0
3588,TEAR (SHRED),WOOD,1,5.0
3589,TEAR (SHRED),WOUND,1,108.0
3590,TENT,YARD,2,25.0
3591,THIEF,VEIL,1,92.0
3592,THREAD,VINE,2,158.0
3593,THREAD,WOOD,2,2.0
3594,THREAD,WOOL,1,20.0
3595,THREAD,WOUND,1,105.0
3596,THREAD,YEAR,1,2.0
3597,THROW,TOBACCO,2,102.0
3598,THROW,TOUCH,1,5.0
3599,THROW,WALK,1,58.0
3600,THROW,WASH,1,78.0
3601,THUMB,TOE,3,11.0
3602,THUMB,WOMAN,2,75.0
3603,TIDE,WINTER,1,95.0
3604,TIN (METAL),WATER,1,133.0
3605,TOBACCO,TOUCH,1,97.0
3606,TOBACCO,VINE,2,59.0
3607,TOBACCO,WASH,1,180.0
3608,TOBACCO,WATER,1,213.0
3609,TOE,WHEAT,1,192.0
3610,TOOL,WOOD,4,31.0
3611,TOUCH,TRY,3,40.0
3612,TOUCH,VILLAGE,1,48.0
3613,TOUCH,WALK,1,63.0
3614,TOUCH,WOOL,1,22.0
3615,TOUCH,YARD,1,39.0
3616,TRY,TURN,1,4.0
3617,TRY,TURN (SOMETHING),1,4.0
3618,TRY,WALK,2,23.0
3619,TRY,WASH,1,43.0
3620,TRY,WEATHER,1,63.0
3621,TURN,TURN (SOMETHING),3,0.0
3622,TURN,WALK,1,27.0
3623,TURN,WASH,1,47.0
3624,TURN (SOMETHING),WALK,1,27.0
3625,TURN (SOMETHING),WASH,2,47.0
3626,TURN (SOMETHING),WATER,1,80.0
3627,TURN (SOMETHING),WOMAN,1,25.0
3628,ULCER,YEAR,1,248.0
3629,UNCLE,VOICE,1,83.0
3630,UNCLE,WALK,1,14.0
3631,UNCLE,WOMAN,1,66.0
3632,UNCLE,YEAR,1,77.0
3633,VILLAGE,VOICE,1,42.0
3634,VILLAGE,WOMAN,1,59.0
3635,VILLAGE,WRONG,1,73.0
3636,VILLAGE,YARD,3,9.0
3637,VINE,WINE,1,22.0
3638,VINE,WOOD,1,156.0
3639,VOICE,WALK,1,69.0
3640,WAIST,WATER,1,172.0
3641,WAIST,WOOD,1,56.0
3642,WALK,WAR,1,108.0
3643,WALK,WASH,2,20.0
3644,WALK,YEAR,1,63.0
3645,WASH,WATER,1,33.0
3646,WASH,WEST,1,156.0
3647,WASH,WINDOW,1,45.0
3648,WATER,WINE,1,250.0
3649,WATER,WOMAN,6,105.0
3650,WATER,WORM,1,100.0
3651,WATER,YEAR,4,116.0
3652,WEATHER,YEAR,2,23.0
3653,WHEAT,WOMAN,1,128.0
3654,WHEAT,WOOD,1,117.0
3655,WIDOW,WOMAN,1,168.0
3656,WINTER,YEAR,10,33.0
3657,WOMAN,YEAR,1,11.0
3658,WOOD,YEAR,2,0.0
3659,WOOL,YEAR,1,22.0
3660,WOUND,WRONG,1,128.0
3661,WOUND,YEAR,1,103.0
